30;37.0167;37.0167;37.0167;37.0167;37.0167;37.0167;37.0167;37.0167;37.0167;37.0167;37.0167;37.0167;26.0000;21.0500;27.2000;53.0167;16.7667;33.5667;21.9667;34.9167;32.2333;39.9500;33.2167;4.6000;28.8667;5.7167;8.9167;7.9333;32.1000;25.1667;0.0000;39.3667;91.0833;30.8167;30.8167;26.9833;32.0500;37.5333;25.5167;30.9833;42.3833;32.8833;33.0167;4.8167;12.2333;9.3333;30.8167;22.6167;6.0333;72.6000;72.3833;23.6167;69.9500;37.0167;37.0167;37.0167;37.0167;37.0167;37.0167;37.0167;37.0167;37.0167;37.0167;37.0167;37.0167;37.0167;37.0167;37.0167;37.0167;37.0167;37.0167;37.0167;37.0167;37.0167;37.0167
31;5.4167;5.4167;5.4167;5.4167;5.4167;5.4167;5.4167;5.4167;5.4167;5.4167;5.4167;5.4167;58.6000;26.6333;24.7500;44.5667;34.7667;42.8667;31.5667;12.0500;8.6167;12.6500;10.3833;40.8333;16.9833;38.2167;40.6333;44.1667;16.7833;21.6333;39.3667;0.0000;69.5000;27.5833;27.5833;19.4000;12.2500;5.9667;30.7000;28.3667;14.8167;19.5167;39.2667;39.2000;50.0333;38.0333;27.5833;47.1167;42.1667;67.1167;52.1167;34.7833;56.2667;5.4167;5.4167;5.4167;5.4167;5.4167;5.4167;5.4167;5.4167;5.4167;5.4167;5.4167;5.4167;5.4167;5.4167;5.4167;5.4167;5.4167;5.4167;5.4167;5.4167;5.4167;5.4167
32;66.2333;66.2333;66.2333;66.2333;66.2333;66.2333;66.2333;66.2333;66.2333;66.2333;66.2333;66.2333;95.5667;75.3667;73.4833;67.6000;83.4833;91.6000;80.2833;64.2833;62.1667;68.5500;63.1833;92.3667;65.7167;89.9333;92.3500;95.8833;64.1000;79.0500;91.0833;69.5000;0.0000;78.3167;78.3167;75.7333;74.3667;66.7500;90.2667;87.6167;64.1167;79.5167;78.3333;89.1167;99.9500;86.7500;78.3167;95.8333;92.0833;50.2000;35.7667;83.5000;64.9500;66.2333;66.2333;66.2333;66.2333;66.2333;66.2333;66.2333;66.2333;66.2333;66.2333;66.2333;66.2333;66.2333;66.2333;66.2333;66.2333;66.2333;66.2333;66.2333;66.2333;66.2333;66.2333
33;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;44.5500;12.6000;11.6333;43.7000;20.7167;28.8333;17.5167;24.2667;21.5833;24.3500;22.6000;31.5833;13.2667;29.6667;32.0833;35.1000;16.5000;16.8833;30.8167;27.5833;78.3167;0.0000;0.0000;13.5333;19.0833;25.8167;28.5500;25.9000;25.4000;20.2667;23.5333;28.3333;39.1667;23.4667;0.0000;32.7833;31.3333;64.3833;55.4000;20.4500;55.1333;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000
34;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;44.5500;12.6000;11.6333;43.7000;20.7167;28.8333;17.5167;24.2667;21.5833;24.3500;22.6000;31.5833;13.2667;29.6667;32.0833;35.1000;16.5000;16.8833;30.8167;27.5833;78.3167;0.0000;0.0000;13.5333;19.0833;25.8167;28.5500;25.9000;25.4000;20.2667;23.5333;28.3333;39.1667;23.4667;0.0000;32.7833;31.3333;64.3833;55.4000;20.4500;55.1333;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000
35;19.5667;19.5667;19.5667;19.5667;19.5667;19.5667;19.5667;19.5667;19.5667;19.5667;19.5667;19.5667;45.4333;13.4833;12.5167;44.5833;21.6000;29.7167;18.4000;21.1667;18.4833;19.9000;19.5000;27.9500;14.1500;25.8333;28.9833;31.4667;16.9333;6.7167;26.9833;19.4000;75.7333;13.5333;13.5333;0.0000;10.4167;18.7333;19.8833;17.2333;21.2000;11.6667;25.2500;24.7000;35.5000;24.0167;13.5333;33.1000;27.6667;64.7000;55.6000;20.7667;55.4500;19.5667;19.5667;19.5667;19.5667;19.5667;19.5667;19.5667;19.5667;19.5667;19.5667;19.5667;19.5667;19.5667;19.5667;19.5667;19.5667;19.5667;19.5667;19.5667;19.5667;19.5667;19.5667
36;12.7500;12.7500;12.7500;12.7500;12.7500;12.7500;12.7500;12.7500;12.7500;12.7500;12.7500;12.7500;50.5000;18.5500;17.5833;43.6833;26.6667;34.7833;23.4667;17.8333;14.4000;12.7500;16.1667;33.5167;11.8833;30.9000;34.0500;36.8500;13.6000;13.6333;32.0500;12.2500;74.3667;19.0833;19.0833;10.4167;0.0000;11.9167;18.4500;18.1667;14.3833;7.2667;30.8167;30.2667;41.0667;29.5833;19.0833;38.6667;33.2333;65.7667;52.6000;26.3333;54.9167;12.7500;12.7500;12.7500;12.7500;12.7500;12.7500;12.7500;12.7500;12.7500;12.7500;12.7500;12.7500;12.7500;12.7500;12.7500;12.7500;12.7500;12.7500;12.7500;12.7500;12.7500;12.7500
37;2.3000;2.3000;2.3000;2.3000;2.3000;2.3000;2.3000;2.3000;2.3000;2.3000;2.3000;2.3000;56.3000;24.3500;22.4667;42.2833;32.4667;40.5833;29.2667;10.2167;6.7833;10.3500;8.5500;39.0000;14.7000;36.3833;38.8000;42.3333;14.5000;21.9500;37.5333;5.9667;66.7500;25.8167;25.8167;18.7333;11.9167;0.0000;30.3667;28.2667;12.1333;19.1833;36.5833;36.3000;47.1333;35.3500;25.8167;44.4333;39.3000;64.4333;49.2500;32.1000;53.5833;2.3000;2.3000;2.3000;2.3000;2.3000;2.3000;2.3000;2.3000;2.3000;2.3000;2.3000;2.3000;2.3000;2.3000;2.3000;2.3000;2.3000;2.3000;2.3000;2.3000;2.3000;2.3000
38;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;49.7500;28.0167;27.0500;58.6333;36.1333;44.2500;32.9333;34.2500;29.5333;31.2000;32.5833;25.4833;26.8333;24.6167;30.3667;25.5667;28.5500;22.5833;25.5167;30.7000;90.2667;28.5500;28.5500;19.8833;18.4500;30.3667;0.0000;21.0167;32.8333;12.8833;40.4167;22.4167;35.3333;28.9167;28.5500;42.2000;20.0333;79.8667;67.6167;35.9333;69.9333;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000;31.2000
39;28.8500;28.8500;28.8500;28.8500;28.8500;28.8500;28.8500;28.8500;28.8500;28.8500;28.8500;28.8500;55.2167;25.3667;24.4000;55.9833;33.4833;41.6000;30.2833;33.0500;29.4333;28.8667;31.3833;32.4500;24.1833;29.8333;34.7167;35.7833;25.9000;16.2500;30.9833;28.3667;87.6167;25.9000;25.9000;17.2333;18.1667;28.2667;21.0167;0.0000;30.4833;12.7167;37.6833;30.4000;41.2667;34.7833;25.9000;45.5333;31.4167;77.1333;64.8833;33.2000;67.2000;28.8500;28.8500;28.8500;28.8500;28.8500;28.8500;28.8500;28.8500;28.8500;28.8500;28.8500;28.8500;28.8500;28.8500;28.8500;28.8500;28.8500;28.8500;28.8500;28.8500;28.8500;28.8500
40;13.3167;13.3167;13.3167;13.3167;13.3167;13.3167;13.3167;13.3167;13.3167;13.3167;13.3167;13.3167;55.1167;23.1667;21.2833;41.1000;31.2833;39.4000;28.0833;17.8167;14.3833;8.4667;16.1500;44.1667;13.5167;41.6167;44.2667;47.6833;13.3167;24.4167;42.3833;14.8167;64.1167;25.4000;25.4000;21.2000;14.3833;12.1333;32.8333;30.4833;0.0000;21.6500;35.3833;40.9167;50.0500;34.1500;25.4000;43.2333;43.9167;57.2667;41.6000;30.9000;52.3833;13.3167;13.3167;13.3167;13.3167;13.3167;13.3167;13.3167;13.3167;13.3167;13.3167;13.3167;13.3167;13.3167;13.3167;13.3167;13.3167;13.3167;13.3167;13.3167;13.3167;13.3167;13.3167
41;20.0000;20.0000;20.0000;20.0000;20.0000;20.0000;20.0000;20.0000;20.0000;20.0000;20.0000;20.0000;51.7500;19.8000;18.8333;50.3667;27.9167;36.0333;24.7167;23.2500;18.5333;20.0167;21.5833;34.3500;18.5667;31.7333;35.3000;36.6500;20.2833;14.8833;32.8833;19.5167;79.5167;20.2667;20.2667;11.6667;7.2667;19.1833;12.8833;12.7167;21.6500;0.0000;31.9833;31.4000;42.2333;30.7500;20.2667;39.8333;31.1000;71.4333;59.1833;27.5000;61.5000;20.0000;20.0000;20.0000;20.0000;20.0000;20.0000;20.0000;20.0000;20.0000;20.0000;20.0000;20.0000;20.0000;20.0000;20.0000;20.0000;20.0000;20.0000;20.0000;20.0000;20.0000;20.0000
42;35.7000;35.7000;35.7000;35.7000;35.7000;35.7000;35.7000;35.7000;35.7000;35.7000;35.7000;35.7000;28.9000;19.3833;17.1000;26.1333;18.8667;19.1167;20.0500;35.9833;33.3000;34.0167;34.3167;34.5667;22.9333;33.4167;38.5500;37.9000;26.1667;28.6000;33.0167;39.2667;78.3333;23.5333;23.5333;25.2500;30.8167;36.5833;40.4167;37.6833;35.3833;31.9833;0.0000;31.3500;39.0167;23.6833;23.5333;29.7833;35.5000;44.3667;50.9000;11.0667;40.5000;35.7000;35.7000;35.7000;35.7000;35.7000;35.7000;35.7000;35.7000;35.7000;35.7000;35.7000;35.7000;35.7000;35.7000;35.7000;35.7000;35.7000;35.7000;35.7000;35.7000;35.7000;35.7000
43;35.7500;35.7500;35.7500;35.7500;35.7500;35.7500;35.7500;35.7500;35.7500;35.7500;35.7500;35.7500;29.0500;20.6000;26.8333;52.6500;16.4000;33.1000;21.6000;34.5500;31.8333;39.5500;32.8833;3.2500;28.4667;5.0667;10.2667;6.7667;31.7000;24.7667;4.8167;39.2000;89.1167;28.3333;28.3333;24.7000;30.2667;36.3000;22.4167;30.4000;40.9167;31.4000;31.3500;0.0000;14.6000;8.1500;28.3333;21.4333;4.1667;71.4167;71.7333;22.4333;68.7667;35.7500;35.7500;35.7500;35.7500;35.7500;35.7500;35.7500;35.7500;35.7500;35.7500;35.7500;35.7500;35.7500;35.7500;35.7500;35.7500;35.7500;35.7500;35.7500;35.7500;35.7500;35.7500
44;47.6000;47.6000;47.6000;47.6000;47.6000;47.6000;47.6000;47.6000;47.6000;47.6000;47.6000;47.6000;22.9000;28.3500;35.9667;56.4167;24.0667;40.4500;29.2667;45.3500;42.7000;48.6833;43.6833;15.0667;37.6000;16.1833;19.3833;18.4000;40.8333;35.6000;12.2333;50.0333;99.9500;39.1667;39.1667;35.5000;41.0667;47.1333;35.3333;41.2667;50.0500;42.2333;39.0167;14.6000;0.0000;16.3000;39.1667;29.5833;16.6167;72.8500;80.3333;30.5833;76.9167;47.6000;47.6000;47.6000;47.6000;47.6000;47.6000;47.6000;47.6000;47.6000;47.6000;47.6000;47.6000;47.6000;47.6000;47.6000;47.6000;47.6000;47.6000;47.6000;47.6000;47.6000;47.6000
45;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;29.9500;12.4500;20.0667;44.9833;8.7333;25.5000;13.9333;34.7500;32.0667;32.7833;33.0833;10.8833;21.7000;9.7333;14.8667;14.2167;24.9333;27.3667;9.3333;38.0333;86.7500;23.4667;23.4667;24.0167;29.5833;35.3500;28.9167;34.7833;34.1500;30.7500;23.6833;8.1500;16.3000;0.0000;23.4667;13.8333;12.3167;63.8167;64.0333;14.8333;61.1667;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333
46;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;44.5500;12.6000;11.6333;43.7000;20.7167;28.8333;17.5167;24.2667;21.5833;24.3500;22.6000;31.5833;13.2667;29.6667;32.0833;35.1000;16.5000;16.8833;30.8167;27.5833;78.3167;0.0000;0.0000;13.5333;19.0833;25.8167;28.5500;25.9000;25.4000;20.2667;23.5333;28.3333;39.1667;23.4667;0.0000;32.7833;31.3333;64.3833;55.4000;20.4500;55.1333;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000;25.3000
47;44.7667;44.7667;44.7667;44.7667;44.7667;44.7667;44.7667;44.7667;44.7667;44.7667;44.7667;44.7667;25.6500;24.2833;29.1500;47.1833;16.3167;26.2667;21.5167;43.8333;41.1500;41.8667;42.1667;24.1667;30.7833;23.0167;28.1500;27.5000;34.0167;36.4500;22.6167;47.1167;95.8333;32.7833;32.7833;33.1000;38.6667;44.4333;42.2000;45.5333;43.2333;39.8333;29.7833;21.4333;29.5833;13.8333;32.7833;0.0000;25.6000;63.8833;73.1667;22.4333;67.3167;44.7667;44.7667;44.7667;44.7667;44.7667;44.7667;44.7667;44.7667;44.7667;44.7667;44.7667;44.7667;44.7667;44.7667;44.7667;44.7667;44.7667;44.7667;44.7667;44.7667;44.7667;44.7667
48;37.5000;37.5000;37.5000;37.5000;37.5000;37.5000;37.5000;37.5000;37.5000;37.5000;37.5000;37.5000;30.2667;24.7667;29.8333;56.8000;20.5500;36.0833;25.7500;37.5167;34.8333;42.5500;35.8500;6.0167;31.4667;9.2167;10.9000;6.4667;34.7000;27.7667;6.0333;42.1667;92.0833;31.3333;31.3333;27.6667;33.2333;39.3000;20.0333;31.4167;43.9167;31.1000;35.5000;4.1667;16.6167;12.3167;31.3333;25.6000;0.0000;74.4000;73.4833;25.4167;71.7500;37.5000;37.5000;37.5000;37.5000;37.5000;37.5000;37.5000;37.5000;37.5000;37.5000;37.5000;37.5000;37.5000;37.5000;37.5000;37.5000;37.5000;37.5000;37.5000;37.5000;37.5000;37.5000
49;65.6000;65.6000;65.6000;65.6000;65.6000;65.6000;65.6000;65.6000;65.6000;65.6000;65.6000;65.6000;53.6167;58.7667;55.0833;36.0000;58.2500;58.5000;59.4333;63.6500;64.7000;61.8667;65.6667;74.1500;56.6833;73.0000;78.1333;77.4833;55.0667;68.0500;72.6000;67.1167;50.2000;64.3833;64.3833;64.7000;65.7667;64.4333;79.8667;77.1333;57.2667;71.4333;44.3667;71.4167;72.8500;63.8167;64.3833;63.8833;74.4000;0.0000;25.8667;51.2500;38.6667;65.6000;65.6000;65.6000;65.6000;65.6000;65.6000;65.6000;65.6000;65.6000;65.6000;65.6000;65.6000;65.6000;65.6000;65.6000;65.6000;65.6000;65.6000;65.6000;65.6000;65.6000;65.6000
50;48.3833;48.3833;48.3833;48.3833;48.3833;48.3833;48.3833;48.3833;48.3833;48.3833;48.3833;48.3833;71.2000;53.1667;51.2833;42.0333;61.2833;66.2500;58.0833;44.5333;45.5833;47.0667;46.5500;74.4667;43.5167;71.6167;74.2667;77.6833;41.9000;58.8167;72.3833;52.1167;35.7667;55.4000;55.4000;55.6000;52.6000;49.2500;67.6167;64.8833;41.6000;59.1833;50.9000;71.7333;80.3333;64.0333;55.4000;73.1667;73.4833;25.8667;0.0000;59.0000;39.4167;48.3833;48.3833;48.3833;48.3833;48.3833;48.3833;48.3833;48.3833;48.3833;48.3833;48.3833;48.3833;48.3833;48.3833;48.3833;48.3833;48.3833;48.3833;48.3833;48.3833;48.3833;48.3833
51;32.4000;32.4000;32.4000;32.4000;32.4000;32.4000;32.4000;32.4000;32.4000;32.4000;32.4000;32.4000;26.3833;11.9500;16.8167;32.3667;9.2667;10.6667;12.6167;31.5000;28.8167;29.5333;29.8333;25.1667;18.4500;24.0167;29.1500;28.5000;21.6833;24.1167;23.6167;34.7833;83.5000;20.4500;20.4500;20.7667;26.3333;32.1000;35.9333;33.2000;30.9000;27.5000;11.0667;22.4333;30.5833;14.8333;20.4500;22.4333;25.4167;51.2500;59.0000;0.0000;48.5500;32.4000;32.4000;32.4000;32.4000;32.4000;32.4000;32.4000;32.4000;32.4000;32.4000;32.4000;32.4000;32.4000;32.4000;32.4000;32.4000;32.4000;32.4000;32.4000;32.4000;32.4000;32.4000
52;55.2000;55.2000;55.2000;55.2000;55.2000;55.2000;55.2000;55.2000;55.2000;55.2000;55.2000;55.2000;59.6833;52.6333;44.2333;30.4333;55.6000;55.8500;56.7833;59.2667;55.8333;51.0167;57.6000;71.5000;45.8333;70.3500;74.0000;74.8333;44.2167;58.8000;69.9500;56.2667;64.9500;55.1333;55.1333;55.4500;54.9167;53.5833;69.9333;67.2000;52.3833;61.5000;40.5000;68.7667;76.9167;61.1667;55.1333;67.3167;71.7500;38.6667;39.4167;48.5500;0.0000;55.2000;55.2000;55.2000;55.2000;55.2000;55.2000;55.2000;55.2000;55.2000;55.2000;55.2000;55.2000;55.2000;55.2000;55.2000;55.2000;55.2000;55.2000;55.2000;55.2000;55.2000;55.2000
53;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
54;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
55;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
56;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
57;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
58;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
59;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
60;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
61;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
62;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
63;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
64;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
65;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
66;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
