5;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
6;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
7;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
8;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
9;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
10;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
11;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
12;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
13;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;0.0000;17.8667;7.8500;18.0333;18.4500;32.4333;25.3167;42.2667;35.2333;41.6500;36.0333;40.0833;26.7833;28.4667;33.4167;42.6833;37.5333;32.9833;38.8167;32.8333;40.6333;33.7833;33.5000;35.9333;38.0667;34.2833;32.3500;76.2833;52.7167;83.7000;32.4333;36.1833;34.8333;35.3833;27.5000;43.0167;32.4333;41.8833;42.1833;41.3167;37.1167;42.2833;36.0667;38.8167;59.4833;27.2167;16.8500;20.7500;19.0500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500;40.3500
14;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;17.8667;0.0000;13.6500;16.9833;25.3833;31.2000;19.0167;41.0333;34.2667;40.4167;35.0667;38.8500;25.5500;27.2333;32.1833;41.4500;36.3000;32.0167;37.5833;31.6000;39.4000;32.8167;32.5333;34.9667;37.1000;33.3167;31.3833;69.9833;46.4167;77.4000;31.2000;34.9500;33.6000;34.1500;26.2667;41.7833;31.2000;40.6500;40.9500;40.0833;35.8833;41.0500;35.1000;37.8500;55.7833;21.6167;10.5500;19.5167;12.7500;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167;39.1167
15;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;7.8500;13.6500;0.0000;14.2167;15.7667;28.6167;21.5000;38.4500;31.4000;37.8333;32.2167;36.2667;22.9667;24.6500;29.6000;38.8667;33.7167;29.1667;35.0000;29.0167;36.8167;29.9667;29.6833;32.1333;34.2500;30.4667;28.5333;72.4667;48.9000;79.8833;28.6167;32.3667;31.0167;31.5667;23.6833;39.2000;28.6167;38.0667;38.3667;37.5000;33.3000;38.4667;32.2500;35.0000;56.8000;23.4000;13.0333;16.9333;15.2333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333;36.5333
16;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;18.0333;16.9833;14.2167;0.0000;25.5167;17.2000;24.4000;27.0333;25.0667;26.4167;25.8833;24.8500;11.5500;13.2333;18.1833;27.4500;22.3000;22.8333;23.5833;17.6000;25.4000;23.6333;23.3500;25.8000;27.9167;24.1333;22.2000;64.1000;51.8000;70.8833;17.2000;20.9500;19.6000;20.1500;12.2667;27.7833;17.2000;26.6500;26.9500;26.0833;21.8833;27.0500;25.9167;28.6667;61.1667;11.9833;15.9333;5.5167;18.1333;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167;25.1167
17;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;18.4500;25.3833;15.7667;25.5167;0.0000;40.3833;30.7667;50.2167;31.0667;49.6000;31.8833;48.0333;34.7333;36.4167;41.3667;50.6333;45.4833;28.8333;46.7667;40.7833;48.5833;29.6333;29.3500;31.8000;25.4667;30.1333;28.2000;81.7333;52.0833;89.1500;40.3833;44.1333;42.7833;43.3333;35.4500;50.9667;40.3833;49.8333;50.1333;49.2667;45.0667;50.2333;31.9167;34.6667;51.1000;35.1667;22.3000;28.7000;21.7333;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000;48.3000
18;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;32.4333;31.2000;28.6167;17.2000;40.3833;0.0000;25.3167;27.9500;37.7000;22.9000;37.7500;24.2000;17.6667;7.7333;13.7333;29.6167;24.0000;36.2833;25.3000;15.5667;20.3833;36.2500;37.0667;38.4167;41.8333;36.7500;35.7000;58.6000;55.8333;65.3833;0.0000;21.8167;14.6833;26.0000;18.1167;28.4833;0.0000;28.8000;26.8000;25.0333;16.9667;28.0167;38.6167;36.6500;73.1333;13.6333;27.3333;12.1833;30.1000;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833;21.8833
19;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;25.3167;19.0167;21.5000;24.4000;30.7667;25.3167;0.0000;41.2833;41.6500;34.2833;42.4667;36.0000;25.8000;21.3500;24.9667;40.3167;34.7000;39.4167;37.1333;31.1500;32.1833;40.2167;39.9333;42.3667;44.5000;40.7167;38.7833;50.9667;35.3667;58.3833;25.3167;35.2000;30.0667;34.4000;26.5167;39.8000;25.3167;39.5000;37.5000;36.2000;32.3500;38.7167;42.5000;44.0667;55.4167;15.4000;9.7833;19.7667;13.1167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167
20;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;42.2667;41.0333;38.4500;27.0333;50.2167;27.9500;41.2833;0.0000;26.8333;28.6333;25.1500;27.7333;18.9833;25.9667;29.4167;35.3000;30.9500;28.9500;32.8167;19.7667;27.0500;26.0333;29.2167;28.1333;35.8500;28.6500;28.8667;76.9500;73.3667;83.6167;27.9500;10.5500;21.3833;18.7500;18.9667;36.3333;27.9500;34.6500;35.3667;28.5833;23.6667;35.4500;29.6667;21.3667;81.9500;28.2500;36.9333;21.7833;39.7000;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333;29.8333
21;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;35.2333;34.2667;31.4000;25.0667;31.0667;37.7000;41.6500;26.8333;0.0000;39.5833;4.7000;38.0167;26.7000;33.9833;38.9333;40.6167;36.0000;8.7833;37.8667;32.0167;39.6833;3.5000;8.3500;2.8167;12.7167;4.9500;5.9500;84.9667;68.8167;91.6333;37.7000;32.9167;34.0167;26.2833;23.8667;41.1000;37.7000;39.8167;40.1333;39.2500;36.3000;40.2167;3.6667;5.4667;58.8167;33.0000;32.9500;26.5333;35.1500;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833
22;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;41.6500;40.4167;37.8333;26.4167;49.6000;22.9000;34.2833;28.6333;39.5833;0.0000;41.2167;5.4167;19.6667;17.6000;13.2000;14.8500;9.4500;39.5167;11.3167;14.9167;5.5333;39.0000;39.7833;41.1500;46.4500;39.5000;39.4000;60.6833;62.2000;67.0833;22.9000;23.0333;10.7500;27.5333;19.6500;14.8333;22.9000;13.6833;13.8667;3.5667;13.0333;13.9500;41.3667;39.4000;82.8833;23.9500;37.0833;21.9333;39.8500;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167;5.6167
23;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;36.0333;35.0667;32.2167;25.8833;31.8833;37.7500;42.4667;25.1500;4.7000;41.2167;0.0000;37.8167;26.5000;33.7833;38.7333;40.4167;35.8000;9.8167;37.6667;31.8167;39.4833;4.5167;9.3833;7.2000;16.0167;7.1667;9.0000;84.7667;69.8500;91.4333;37.7500;34.7500;33.8167;26.0833;23.6667;40.9000;37.7500;39.6167;39.9333;39.0500;36.1000;40.0167;8.3667;8.6000;62.1167;32.8000;33.9833;26.3333;36.1833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833;38.0833
24;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;40.0833;38.8500;36.2667;24.8500;48.0333;24.2000;36.0000;27.7333;38.0167;5.4167;37.8167;0.0000;20.0833;18.9000;14.5000;12.3833;7.5833;37.5000;9.4500;15.8333;7.5167;36.9500;37.8000;39.1333;44.4333;37.4833;37.3833;58.8167;63.5000;65.2167;24.2000;21.7000;12.0500;27.9333;20.8000;12.9667;24.2000;11.2833;12.0000;1.8500;13.9333;12.0833;39.3500;37.3833;80.8667;25.2500;35.0667;19.9167;37.8333;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500;7.8500
25;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;26.7833;25.5500;22.9667;11.5500;34.7333;17.6667;25.8000;18.9833;26.7000;19.6667;26.5000;20.0833;0.0000;13.6833;18.6333;22.2167;17.6000;24.7000;19.4667;9.4833;17.1500;24.1500;25.0000;26.3500;31.6000;24.6833;24.5833;64.6667;57.8167;71.3333;17.6667;12.8333;11.4833;12.0333;4.1500;22.7000;17.6667;21.4167;21.7333;20.8500;13.7667;21.8167;26.5500;24.5833;67.1833;12.7000;21.3833;6.2333;24.1500;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833;19.8833
26;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;28.4667;27.2333;24.6500;13.2333;36.4167;7.7333;21.3500;25.9667;33.9833;17.6000;33.7833;18.9000;13.6833;0.0000;8.0000;23.3500;17.7333;32.3000;20.1667;13.5667;15.2167;31.7833;32.6000;33.9167;37.5000;32.2500;31.7333;52.6167;49.7333;59.2833;7.7333;19.9500;12.4833;22.5167;14.6333;22.8333;7.7333;22.5333;20.5333;19.2333;14.7667;21.7500;34.1500;32.1833;68.6667;9.1667;22.8667;7.7167;25.6333;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500;15.6500
27;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;33.4167;32.1833;29.6000;18.1833;41.3667;13.7333;24.9667;29.4167;38.9333;13.2000;38.7333;14.5000;18.6333;8.0000;0.0000;18.9000;13.2833;37.3667;15.7167;14.7000;10.7667;36.8167;37.6667;38.9833;42.5667;37.3500;36.8000;55.4333;52.5500;62.1000;13.7333;23.5000;10.5333;27.5833;19.7000;18.3833;13.7333;18.0833;16.0833;14.7833;12.8167;17.3000;39.2167;37.2500;73.7333;14.3000;27.9333;12.7833;30.7000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000;11.2000
28;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;42.6833;41.4500;38.8667;27.4500;50.6333;29.6167;40.3167;35.3000;40.6167;14.8500;40.4167;12.3833;22.2167;23.3500;18.9000;0.0000;10.2167;40.6833;9.1333;24.3000;16.4000;40.1333;40.9500;42.3000;47.5833;40.6667;40.6000;57.0167;61.8333;63.4167;29.6167;30.5833;20.1333;31.8667;23.9833;9.9000;29.6167;3.6667;12.3333;14.2333;22.4167;9.8667;42.5333;40.5667;84.0500;29.5667;38.2500;23.1000;41.0167;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833;13.7833
29;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;37.5333;36.3000;33.7167;22.3000;45.4833;24.0000;34.7000;30.9500;36.0000;9.4500;35.8000;7.5833;17.6000;17.7333;13.2833;10.2167;0.0000;34.3667;5.0833;18.1333;10.9000;33.8500;34.6333;36.0167;41.3000;34.3167;34.2833;55.5667;60.3833;61.9667;24.0000;25.0833;13.9667;25.5500;17.6667;8.4500;24.0000;7.4500;9.1500;9.0000;16.2500;8.4167;36.2167;34.2500;77.7333;23.2500;31.9333;16.7833;34.7000;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667;7.7667
30;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;32.9833;32.0167;29.1667;22.8333;28.8333;36.2833;39.4167;28.9500;8.7833;39.5167;9.8167;37.5000;24.7000;32.3000;37.3667;40.6833;34.3667;0.0000;37.1667;31.3167;38.9833;7.4667;5.6500;9.6167;14.0000;7.9667;5.9167;83.1833;66.7000;89.9667;36.2833;34.2500;33.3167;25.5833;23.1667;40.4000;36.2833;39.1167;39.4333;38.5500;35.6000;39.5167;9.7500;12.5000;60.1000;31.0667;30.8333;24.6000;33.0333;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833;37.5833
31;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;38.8167;37.5833;35.0000;23.5833;46.7667;25.3000;37.1333;32.8167;37.8667;11.3167;37.6667;9.4500;19.4667;20.1667;15.7167;9.1333;5.0833;37.1667;0.0000;19.4167;12.1833;35.1000;35.9167;37.2667;42.5500;35.6000;35.5333;55.2167;60.0333;61.6167;25.3000;26.3667;15.2500;26.8333;18.9500;8.1000;25.3000;5.4667;10.4333;10.2833;17.5333;8.0667;37.5000;35.5333;79.0167;24.5333;33.2167;18.0667;35.9833;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500;9.0500
32;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;32.8333;31.6000;29.0167;17.6000;40.7833;15.5667;31.1500;19.7667;32.0167;14.9167;31.8167;15.8333;9.4833;13.5667;14.7000;24.3000;18.1333;31.3167;19.4167;0.0000;12.1500;30.1167;30.9667;32.2833;37.6000;30.6167;30.5833;64.5667;61.6833;71.2333;15.5667;13.8167;5.8167;17.2667;9.3833;22.4167;15.5667;22.1167;21.4500;16.1667;8.1000;21.5333;32.5167;30.5500;73.1500;18.6667;27.3500;12.2000;30.1167;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333;14.9333
33;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;40.6333;39.4000;36.8167;25.4000;48.5833;20.3833;32.1833;27.0500;39.6833;5.5333;39.4833;7.5167;17.1500;15.2167;10.7667;16.4000;10.9000;38.9833;12.1833;12.1500;0.0000;37.8667;38.7167;40.0667;45.3167;38.4000;38.3333;61.5833;59.6833;67.9833;20.3833;21.2000;8.2333;25.0167;17.1333;16.2500;20.3833;14.5667;15.2833;6.5000;10.5167;15.3667;40.2667;38.3000;80.8667;21.4333;35.0667;19.9167;37.8333;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000;7.5000
34;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;33.7833;32.8167;29.9667;23.6333;29.6333;36.2500;40.2167;26.0333;3.5000;39.0000;4.5167;36.9500;24.1500;31.7833;36.8167;40.1333;33.8500;7.4667;35.1000;30.1167;37.8667;0.0000;7.9000;2.6833;12.9667;4.6833;6.2000;84.4000;68.3667;91.0667;36.2500;32.5000;33.5667;25.8333;23.4167;40.6500;36.2500;39.3667;39.6833;38.8000;35.8500;39.7667;5.1167;5.0333;59.0667;32.5500;32.5000;26.0833;34.7000;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333;37.8333
35;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;33.5000;32.5333;29.6833;23.3500;29.3500;37.0667;39.9333;29.2167;8.3500;39.7833;9.3833;37.8000;25.0000;32.6000;37.6667;40.9500;34.6333;5.6500;35.9167;30.9667;38.7167;7.9000;0.0000;9.7333;15.0333;8.0833;7.9833;84.2500;67.7667;91.0333;37.0667;35.2167;34.2833;26.5500;24.1333;41.3667;37.0667;40.0833;40.4000;39.5167;36.5667;40.4833;9.8667;12.6167;61.1333;32.1333;31.9000;25.6667;34.1000;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500;38.5500
36;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;35.9333;34.9667;32.1333;25.8000;31.8000;38.4167;42.3667;28.1333;2.8167;41.1500;7.2000;39.1333;26.3500;33.9167;38.9833;42.3000;36.0167;9.6167;37.2667;32.2833;40.0667;2.6833;9.7333;0.0000;14.0167;6.2500;7.2500;86.2667;70.1167;92.9333;38.4167;34.2167;35.3167;27.5833;25.1667;42.4000;38.4167;41.1167;41.4333;40.5500;37.6000;41.5167;4.8500;6.7667;60.1167;34.3000;34.2500;27.8333;36.4500;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833;39.5833
