3;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
4;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
5;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
6;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
7;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
8;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
9;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
10;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
11;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
12;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
13;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;0.0000;16.8833;33.9667;29.2667;35.6500;35.6500;30.9000;23.4333;23.5833;34.5333;36.0000;33.3833;35.3667;23.5667;30.0000;31.8667;28.4833;27.0167;23.6333;27.5333;38.9500;75.9000;44.1167;56.1833;40.8833;59.6833;25.3833;44.1167;38.1333;32.7000;32.6667;33.6833;29.8500;35.6500;33.9667;38.0333;37.8333;29.7667;39.4333;29.9833;30.6833;29.5833;32.6000;23.4000;29.4833;32.0500;31.5000;47.6000;8.9667;15.1333;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833;36.1833
14;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;16.8833;0.0000;19.5167;25.6000;21.2000;21.2000;27.2333;8.9833;9.1333;26.6500;21.5500;29.7167;20.9167;9.1167;26.3000;27.3167;14.0333;12.5667;9.1833;13.0833;24.5000;69.9333;50.2500;62.1833;40.6167;53.6333;25.0333;50.2500;23.6833;18.2500;18.2167;19.2333;15.4000;21.2000;19.5167;23.5833;23.3833;15.3167;24.9833;21.4500;27.0167;25.8833;28.9333;14.9333;24.3000;28.3000;27.8000;33.1500;15.8333;13.6167;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333;21.7333
15;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;33.9667;19.5167;0.0000;40.2833;28.2167;28.2167;41.9167;20.6500;20.2000;41.3333;32.4167;43.7167;32.2167;17.6500;40.9833;40.3500;17.3167;21.7000;17.4500;14.6667;29.0667;73.4833;61.3500;72.7833;51.2000;57.7167;35.6333;61.3500;28.2167;19.5000;22.8500;28.8833;18.6833;26.0000;0.0000;32.5000;33.4333;16.9833;31.7500;36.1333;41.7000;40.6000;43.6167;30.8500;39.0167;41.3333;42.4833;39.9167;35.3500;29.5333;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833;27.5833
16;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;29.2667;25.6000;40.2833;0.0000;36.1333;36.1333;5.2833;25.9000;24.3167;10.5333;36.4833;7.7833;35.8500;25.3000;4.2000;6.2500;30.2167;24.7667;25.3667;29.2667;39.4333;92.4500;68.1000;80.0833;64.8667;76.1500;49.2833;68.1000;38.6167;35.7500;40.1000;34.1667;31.5833;36.1333;40.2833;38.5167;38.3167;35.5167;25.4167;5.9833;4.8833;5.5833;6.7833;13.9833;5.4833;7.2333;5.7000;28.6833;35.7167;15.6500;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667;36.6667
17;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;35.6500;21.2000;28.2167;36.1333;0.0000;0.0000;38.1833;20.9000;21.0500;37.6000;9.7833;40.6667;9.5833;19.1667;37.2500;38.2667;18.2167;23.6333;19.3833;17.1333;7.5000;67.1167;60.7500;72.6833;51.1167;55.6167;35.5333;60.7500;6.4667;12.4000;12.1000;6.8500;14.1500;8.2500;28.2167;11.2000;11.0000;18.1167;32.9500;32.4000;37.9333;36.8333;39.8333;32.8833;35.2833;39.2500;38.7500;37.3333;37.0333;31.5667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667
18;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;35.6500;21.2000;28.2167;36.1333;0.0000;0.0000;38.1833;20.9000;21.0500;37.6000;9.7833;40.6667;9.5833;19.1667;37.2500;38.2667;18.2167;23.6333;19.3833;17.1333;7.5000;67.1167;60.7500;72.6833;51.1167;55.6167;35.5333;60.7500;6.4667;12.4000;12.1000;6.8500;14.1500;8.2500;28.2167;11.2000;11.0000;18.1167;32.9500;32.4000;37.9333;36.8333;39.8333;32.8833;35.2833;39.2500;38.7500;37.3333;37.0333;31.5667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667;4.1667
19;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;30.9000;27.2333;41.9167;5.2833;38.1833;38.1833;0.0000;28.1333;26.5500;8.0000;38.7167;3.8667;38.0833;27.5333;6.5833;2.3500;32.4500;27.0000;27.6000;31.5000;41.6667;94.6833;71.5667;83.5500;67.8500;78.3833;52.2667;71.5667;40.8500;37.9833;42.3333;36.4000;33.8167;38.3667;41.9167;40.7500;40.5500;37.7500;22.5667;8.2167;9.1833;5.2167;7.0833;17.4500;8.9500;3.3333;7.5333;24.7833;39.1833;19.1167;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000;38.9000
20;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;23.4333;8.9833;20.6500;25.9000;20.9000;20.9000;28.1333;0.0000;5.5000;25.6167;20.5167;28.6500;19.8833;5.4833;25.3000;26.2833;10.4000;8.9333;5.5500;9.4500;22.3833;74.5833;59.2333;71.1667;49.6000;58.2833;34.0167;59.2333;20.8500;15.9333;20.2833;18.2000;11.7667;18.6333;20.6500;22.5500;22.3500;15.7000;21.3500;20.4167;25.9500;24.8833;27.9000;20.0167;23.3000;27.2667;26.7667;29.5167;24.8167;18.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000;20.7000
21;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;23.5833;9.1333;20.2000;24.3167;21.0500;21.0500;26.5500;5.5000;0.0000;25.7167;21.1667;28.7833;20.5333;4.4833;25.3667;26.3833;10.0333;5.8667;4.0500;9.0833;22.0167;75.2333;59.3833;71.3167;49.7500;58.9333;34.1667;59.3833;20.4833;15.5667;19.9167;18.8500;11.4000;18.2667;20.2000;23.2000;23.0000;15.3333;20.9833;20.5167;26.0833;24.9833;28.0000;20.6667;23.4000;27.3667;26.8667;29.1500;24.9667;19.3500;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000;20.5000
22;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;34.5333;26.6500;41.3333;10.5333;37.6000;37.6000;8.0000;25.6167;25.7167;0.0000;38.0333;9.9500;37.4000;26.8500;11.4833;7.5000;31.4333;26.3167;26.6167;30.7000;40.9833;93.2500;73.8000;85.7833;67.2667;77.4833;51.6833;73.8000;40.1667;36.8333;41.6500;35.7167;32.8000;37.6833;41.3333;39.9167;39.8667;36.6667;19.2500;6.0000;12.6000;7.8500;11.3833;19.6833;9.1667;8.4833;11.6833;23.7333;41.4167;21.3500;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167;38.2167
23;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;36.0000;21.5500;32.4167;36.4833;9.7833;9.7833;38.7167;20.5167;21.1667;38.0333;0.0000;39.7333;0.6333;22.1167;38.3333;39.3500;23.8333;25.5667;22.1833;22.7500;15.0167;65.8167;60.8500;72.3833;56.7333;54.3167;41.1500;60.8500;13.9833;18.0167;15.7500;9.0167;19.7667;11.7167;32.4167;12.0333;9.6333;23.7333;36.5333;33.4833;39.0333;37.9500;40.9333;33.9667;36.3333;40.3333;39.8333;40.8000;37.3833;32.6500;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833;10.8833
24;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;33.3833;29.7167;43.7167;7.7833;40.6667;40.6667;3.8667;28.6500;28.7833;9.9500;39.7333;0.0000;39.1000;28.5500;7.6000;3.3667;33.4667;28.0167;28.6167;32.5167;42.6833;95.7000;72.5833;84.5667;69.3500;79.4000;53.7667;72.5833;41.8667;39.0000;43.3500;37.4167;34.8333;39.3833;43.7167;41.7667;41.5667;38.7667;23.5833;9.2333;10.9500;6.2333;9.2667;18.4667;9.9667;4.3500;9.1000;24.8667;40.2000;20.1333;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167;39.9167
25;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;35.3667;20.9167;32.2167;35.8500;9.5833;9.5833;38.0833;19.8833;20.5333;37.4000;0.6333;39.1000;0.0000;21.4833;37.7000;38.7167;23.2000;24.9333;21.5500;22.1167;14.3833;65.1833;60.2167;71.7500;56.1000;53.6833;40.5167;60.2167;13.3500;17.3833;15.1167;8.3833;19.1333;11.0833;32.2167;11.4000;9.0000;23.1000;35.9000;32.8500;38.4167;37.3167;40.3000;33.3333;35.7000;39.7000;39.2000;40.1667;36.7500;32.0167;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833;10.6833
26;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;23.5667;9.1167;17.6500;25.3000;19.1667;19.1667;27.5333;5.4833;4.4833;26.8500;22.1167;28.5500;21.4833;0.0000;25.8833;26.1833;7.4667;5.1833;0.9333;6.5167;19.4500;73.9333;59.3667;71.3000;49.7333;57.6333;34.1500;59.3667;17.9167;13.0000;17.3500;18.8167;8.8333;15.7000;17.6500;23.1667;22.9667;12.7667;18.4167;21.0333;26.5667;25.4667;28.5000;20.6333;23.8833;27.1667;27.3833;26.5833;24.9500;19.3167;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333;17.9333
27;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;30.0000;26.3000;40.9833;4.2000;37.2500;37.2500;6.5833;25.3000;25.3667;11.4833;38.3333;7.6000;37.7000;25.8833;0.0000;4.2333;30.9500;25.5000;26.1000;30.0000;40.1667;93.1833;68.8333;80.8167;65.6000;76.8833;50.0167;68.8333;39.3500;36.4833;40.8333;34.9000;32.3167;36.8667;40.9833;39.2500;39.0500;36.2500;24.4500;6.7167;3.3500;5.6000;2.7333;14.7167;6.2167;5.2167;1.5000;26.6833;36.4500;16.3833;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000;37.4000
28;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;31.8667;27.3167;40.3500;6.2500;38.2667;38.2667;2.3500;26.2833;26.3833;7.5000;39.3500;3.3667;38.7167;26.1833;4.2333;0.0000;30.1000;24.6500;25.2500;29.1500;39.3167;92.3333;69.2167;81.2000;65.9833;76.0333;50.4000;69.2167;38.5000;35.6333;39.9833;34.0500;31.4667;36.0167;40.3500;38.4000;38.2000;35.4000;22.3500;5.8667;7.5833;2.8667;6.1000;15.1000;6.6000;0.9833;5.7333;27.1167;36.8333;16.7667;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500
29;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;28.4833;14.0333;17.3167;30.2167;18.2167;18.2167;32.4500;10.4000;10.0333;31.4333;23.8333;33.4667;23.2000;7.4667;30.9500;30.1000;0.0000;11.4167;7.1667;4.9167;17.9833;73.5333;60.8667;72.8000;51.2333;57.2333;35.6500;60.8667;16.4500;11.5333;15.8833;18.8000;5.9667;14.2333;17.3167;23.1500;22.9500;11.8833;21.0500;25.4333;30.9667;29.9000;32.8667;25.0333;28.2833;31.0833;31.8167;29.2167;29.8667;23.7167;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333;16.6333
30;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;27.0167;12.5667;21.7000;24.7667;23.6333;23.6333;27.0000;8.9333;5.8667;26.3167;25.5667;28.0167;24.9333;5.1833;25.5000;24.6500;11.4167;0.0000;4.2500;10.5000;23.4333;77.9167;62.8167;74.7500;53.1833;61.6167;37.6000;62.8167;21.9000;16.9833;21.3333;21.7833;12.8167;19.6833;21.7000;26.1333;25.9333;16.7500;22.1500;21.0167;26.5833;25.4500;28.2333;23.6000;23.8667;25.6333;27.0000;29.9167;28.4000;22.2833;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667;22.0667
31;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;23.6333;9.1833;17.4500;25.3667;19.3833;19.3833;27.6000;5.5500;4.0500;26.6167;22.1833;28.6167;21.5500;0.9333;26.1000;25.2500;7.1667;4.2500;0.0000;6.2500;19.1833;73.6667;59.4333;71.3667;49.8000;57.3667;34.2167;59.4333;17.6500;12.7333;17.0833;18.4000;8.5667;15.4333;17.4500;22.7500;22.5500;12.5000;18.1500;20.6167;26.1500;25.0833;28.0500;20.2167;23.5000;26.2333;26.9667;26.3167;25.0167;18.9000;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333;17.8333
32;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;27.5333;13.0833;14.6667;29.2667;17.1333;17.1333;31.5000;9.4500;9.0833;30.7000;22.7500;32.5167;22.1167;6.5167;30.0000;29.1500;4.9167;10.5000;6.2500;0.0000;18.8833;72.6333;59.9667;71.9000;50.3333;56.3333;34.7500;59.9667;17.3500;12.4333;16.7833;19.7000;8.2667;15.1333;14.6667;24.0500;23.8500;11.4667;20.3167;24.7000;30.2333;29.1333;32.1667;24.3000;27.5833;30.1333;31.0833;28.4833;28.9167;22.9833;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167;15.9167
33;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;38.9500;24.5000;29.0667;39.4333;7.5000;7.5000;41.6667;22.3833;22.0167;40.9833;15.0167;42.6833;14.3833;19.4500;40.1667;39.3167;17.9833;23.4333;19.1833;18.8833;0.0000;71.3000;62.8667;74.8000;53.2333;58.7000;37.6500;62.8667;5.1667;14.1500;14.2167;11.0333;13.6833;4.4667;29.0667;15.3833;15.1833;17.6500;29.2833;35.7833;41.3167;40.2167;42.9000;36.2667;38.6667;40.3000;41.6667;33.5500;40.3333;34.9500;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667;7.5667
34;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;75.9000;69.9333;73.4833;92.4500;67.1167;67.1167;94.6833;74.5833;75.2333;93.2500;65.8167;95.7000;65.1833;73.9333;93.1833;92.3333;73.5333;77.9167;73.6667;72.6333;71.3000;0.0000;49.5500;35.6333;56.0667;16.4000;52.8000;49.5500;69.5667;70.8500;66.2833;60.4500;72.1167;67.4167;73.4833;64.0667;60.3833;69.2833;87.4167;87.2500;92.8167;91.7167;94.6833;80.7333;90.1000;93.3167;93.6333;95.5833;79.0000;79.4167;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667;66.8667
