32;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;27.7000;62.2833;27.2667;51.5833;44.4667;36.8333;25.9667;26.4333;19.0333;25.2000;18.7833;26.2500;21.0833;26.4833;20.6000;77.3500;65.4833;15.3000;73.0333;0.0000;18.3833;17.2333;23.0500;22.6833;26.9333;41.2667;13.2667;24.2000;25.7000;61.5667;51.9167;25.0833;61.5667;12.6833;22.1667;69.3000;14.2833;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000;21.0000
33;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;39.7833;74.3667;32.2333;63.6667;56.5500;33.2167;37.8000;38.2667;8.4167;37.0333;8.3500;38.0833;10.2667;38.3167;9.9833;76.6167;64.7500;27.3833;64.9833;18.3833;0.0000;12.0833;17.9000;10.8333;38.5667;52.9333;24.9333;35.8667;37.3667;73.3167;63.6667;36.8333;73.3167;24.4333;33.9167;81.0500;26.0333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333;4.3333
34;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;38.8500;73.4333;38.4167;62.7333;55.6167;39.4167;38.1167;37.5000;15.3667;37.3500;9.5667;38.4000;17.2167;38.6333;16.9333;82.8167;70.9500;26.4500;71.9333;17.2333;12.0833;0.0000;7.9833;17.6333;38.2000;52.5667;24.5333;35.4667;36.9667;72.2833;62.6333;35.8000;72.2833;23.4000;32.8833;80.0167;25.0000;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500;15.2500
35;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;44.6667;79.2500;44.2333;68.5500;61.4333;45.2333;43.9500;40.3167;20.2667;43.1667;15.3833;44.2167;22.3167;44.4500;21.8333;88.6333;76.7667;32.2667;77.1000;23.0500;17.9000;7.9833;0.0000;22.8667;43.8833;58.2333;30.2333;41.1667;42.6667;77.9833;68.3333;41.5000;77.9833;29.1000;38.5833;85.7167;30.7000;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167;21.0167
36;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;40.6833;75.2667;38.1333;64.5667;57.4500;39.1167;38.7000;39.1667;3.7333;37.3333;16.9833;38.9833;6.6833;39.2167;3.8667;74.5167;62.6500;28.2833;59.7500;22.6833;10.8333;17.6333;22.8667;0.0000;38.8500;53.2333;25.2333;36.1667;37.6333;73.8667;64.2167;37.3833;73.8667;24.9833;34.4667;81.6000;26.5833;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500;10.7500
37;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;34.5333;52.4667;41.4333;41.7833;49.7667;53.6833;5.5500;10.0833;35.8167;4.3500;40.1833;6.4333;37.8833;6.6667;37.3833;93.5667;75.5500;33.0833;90.8167;26.9333;38.5667;38.2000;43.8833;38.8500;0.0000;21.0167;17.0833;6.4000;5.4167;51.2833;41.6333;31.2000;51.2833;24.6333;19.2000;59.0167;32.6667;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833
38;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;43.3500;42.9500;47.7167;32.2500;40.2500;59.9667;24.0500;27.5833;50.1833;17.8167;54.5167;24.3333;52.2667;24.5667;51.7833;90.0167;70.8000;45.7167;103.8833;41.2667;52.9333;52.5667;58.2333;53.2333;21.0167;0.0000;33.0333;23.0333;18.4333;42.2667;32.6167;30.2667;42.2667;36.8833;31.4500;50.0000;45.1000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000;53.8000
39;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;31.2333;63.9833;31.3833;53.2833;48.5833;40.9500;16.6167;17.0833;22.1833;15.8500;26.5167;16.9000;24.2333;17.1333;23.7500;81.4667;69.6000;19.4167;77.1500;13.2667;24.9333;24.5333;30.2333;25.2333;17.0833;33.0333;0.0000;14.4833;16.0167;61.8500;52.2333;28.0833;61.8500;15.6833;25.1667;69.5833;19.0833;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000;24.7000
40;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;33.0167;53.9833;39.9167;43.2833;51.2833;51.8500;6.4833;10.0667;33.0833;5.8500;37.4500;6.7667;35.1333;7.0000;34.6500;92.0500;74.0333;30.3167;88.0500;24.2000;35.8667;35.4667;41.1667;36.1667;6.4000;23.0333;14.4833;0.0000;6.1667;52.0333;42.3833;29.6833;52.0333;23.1167;17.6833;59.7667;30.0167;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333;35.6333
41;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;32.4167;49.3833;39.3167;38.6833;46.6833;51.5667;8.4500;11.9833;34.5833;2.1333;38.9500;8.7333;36.6333;8.9667;36.1500;91.4500;73.4333;31.8167;89.5500;25.7000;37.3667;36.9667;42.6667;37.6333;5.4167;18.4333;16.0167;6.1667;0.0000;48.6167;38.9667;29.5667;48.6167;23.0000;17.5667;56.3500;31.2167;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333;38.2333
42;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;47.3667;2.2500;47.8833;14.7000;27.6833;60.1333;54.3167;57.8500;70.8167;48.0833;74.2833;54.6000;72.8667;54.8333;72.3833;66.1000;54.9833;54.9500;84.4333;61.5667;73.3167;72.2833;77.9833;73.8667;51.2833;42.2667;61.8500;52.0333;48.6167;0.0000;15.2167;45.8333;0.0000;54.2167;51.5333;17.4333;49.7000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000
43;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;37.7167;16.4000;38.2333;4.8500;18.6667;50.4833;44.6667;48.2000;61.1667;38.4333;64.6333;44.9500;63.2167;45.1833;62.7333;66.2333;47.0167;45.3000;80.8167;51.9167;63.6667;62.6333;68.3333;64.2167;41.6333;32.6167;52.2333;42.3833;38.9667;15.2167;0.0000;35.7500;15.2167;44.1333;41.4500;23.8667;39.6167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167;63.1167
44;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;14.6333;47.0167;21.5333;36.3167;34.2000;33.7833;31.9667;35.5000;34.3333;29.2833;37.8000;32.2500;36.3833;32.4833;35.9000;73.6667;55.6500;24.5667;79.9167;25.0833;36.8333;35.8000;41.5000;37.3833;31.2000;30.2667;28.0833;29.6833;29.5667;45.8333;35.7500;0.0000;45.8333;14.7667;12.0000;53.5833;22.5333;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500;36.5500
45;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;47.3667;2.2500;47.8833;14.7000;27.6833;60.1333;54.3167;57.8500;70.8167;48.0833;74.2833;54.6000;72.8667;54.8333;72.3833;66.1000;54.9833;54.9500;84.4333;61.5667;73.3167;72.2833;77.9833;73.8667;51.2833;42.2667;61.8500;52.0333;48.6167;0.0000;15.2167;45.8333;0.0000;54.2167;51.5333;17.4333;49.7000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000;73.2000
46;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;18.0167;55.4000;24.1333;44.7000;37.5833;33.7000;25.4000;29.2333;21.9333;22.7167;25.4000;25.6833;23.9833;25.9167;23.5000;74.2167;59.0333;12.1667;69.9000;12.6833;24.4333;23.4000;29.1000;24.9833;24.6333;36.8833;15.6833;23.1167;23.0000;54.2167;44.1333;14.7667;54.2167;0.0000;12.3667;62.3833;11.1500;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167;24.6167
47;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;15.3333;52.7167;22.2333;42.0167;34.9000;34.4833;19.9667;23.5000;31.4167;17.2833;34.8833;20.2500;33.4667;20.4833;32.9833;74.3667;56.3500;21.6500;79.3833;22.1667;33.9167;32.8833;38.5833;34.4667;19.2000;31.4500;25.1667;17.6833;17.5667;51.5333;41.4500;12.0000;51.5333;12.3667;0.0000;59.1833;20.1667;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333;33.6333
48;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;55.1000;19.6500;55.6167;22.4333;31.2667;66.8833;62.0500;65.5833;78.5500;55.8167;82.0167;62.3333;80.6000;62.5667;80.1167;50.3167;49.0167;62.6833;73.4167;69.3000;81.0500;80.0167;85.7167;81.6000;59.0167;50.0000;69.5833;59.7667;56.3500;17.4333;23.8667;53.5833;17.4333;62.3833;59.1833;0.0000;57.5000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000;81.0000
49;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;19.1500;50.8833;19.8333;40.1833;33.0667;31.7500;32.2000;32.6667;23.5333;30.9333;27.0000;32.4833;25.5833;32.7167;25.1000;71.6167;54.5167;6.3167;71.5000;14.2833;26.0333;25.0000;30.7000;26.5833;32.6667;45.1000;19.0833;30.0167;31.2167;49.7000;39.6167;22.5333;49.7000;11.1500;20.1667;57.5000;0.0000;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667;25.8667
50;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
51;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
52;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
53;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
54;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
55;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
56;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
57;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
58;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
59;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
60;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
61;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
62;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
63;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
64;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
65;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
66;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
67;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
68;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
