9;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
10;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
11;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
12;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
13;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;0.0000;1.6500;36.2667;15.9333;4.6333;16.0833;29.5667;0.1167;11.6167;26.8500;21.6833;30.5667;36.2833;20.5333;11.4667;20.0000;24.5333;19.2167;7.6500;27.5667;25.1833;20.4000;20.4000;22.0000;17.4000;61.9000;57.8667;71.0667;12.5333;16.7833;6.7167;13.4500;16.6333;7.2500;13.0500;19.6000;15.6000;22.0667;34.3667;18.2667;46.9667;11.7000;18.4500;11.8000;51.4000;27.1667;6.5500;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333;20.1333
14;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;1.6500;0.0000;36.5833;16.2500;5.0000;17.7333;31.2167;1.5333;13.2667;27.7500;23.3333;30.8833;36.6000;22.1833;13.1167;21.6500;24.8500;20.8667;9.3000;28.4333;26.0500;21.8000;21.8000;23.6500;19.0500;63.5500;59.5167;72.7167;14.1833;18.4333;8.3667;15.1000;18.2833;8.9000;14.7000;21.2500;17.2500;22.9667;36.0167;18.5833;48.6167;12.0167;18.7667;12.1167;53.0500;28.8167;6.8667;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833;21.7833
15;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;36.2667;36.5833;0.0000;24.3833;36.3333;52.3500;39.1333;36.3833;41.1333;24.8167;56.0000;15.1833;7.6333;54.3500;47.7333;54.9667;14.8667;54.3500;43.9167;24.3000;22.1333;24.0667;24.0667;57.1333;52.5333;92.9500;88.9667;102.1500;48.8000;52.7500;42.9833;49.7167;52.9000;42.6333;49.3167;54.7333;51.8667;21.9667;40.5167;31.6167;29.2333;26.6333;26.3167;35.1833;43.1500;48.4000;33.1667;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000;54.8000
16;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;15.9333;16.2500;24.3833;0.0000;15.9833;32.0167;26.3500;16.0500;27.5500;31.8500;37.6167;35.3833;27.8333;36.4667;27.4000;35.9333;29.5167;35.1500;23.5833;32.8000;30.1833;29.6333;29.6333;37.9333;33.3333;75.1500;71.1167;84.3167;28.4667;32.7167;22.6500;29.3833;32.5667;23.1833;28.9833;35.5333;31.5333;27.0667;31.1500;13.2167;42.2833;6.2833;13.4000;17.1500;48.1833;30.5500;12.8167;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667;36.0667
17;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;4.6333;5.0000;36.3333;15.9833;0.0000;20.7167;31.0833;4.5167;16.2500;24.3667;26.3167;27.5000;33.2167;25.1667;16.1000;24.6333;21.4667;23.8500;12.2833;25.0333;22.6667;21.6833;21.6833;26.6333;22.0333;66.5333;62.5000;75.7000;17.1667;21.4167;11.3500;18.0833;21.2667;11.8833;17.6833;24.2333;20.2333;19.5833;35.8833;17.9500;48.4833;11.3833;18.1333;11.4833;52.9167;31.8000;6.2333;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667
18;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;16.0833;17.7333;52.3500;32.0167;20.7167;0.0000;40.8500;16.2000;27.2667;42.5000;36.4167;46.6500;52.3667;34.9833;18.8667;29.5667;40.6167;34.4333;23.3000;43.2167;40.8000;36.0500;36.0500;32.6500;32.0500;71.4667;67.4333;80.6333;27.5333;32.4333;16.2833;23.0167;26.2000;22.9000;28.7000;30.3667;28.1500;37.7167;43.5500;30.8167;58.2500;27.7833;29.6500;27.8833;62.6833;31.6333;22.6333;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167;30.4167
19;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;29.5667;31.2167;39.1333;26.3500;31.0833;40.8500;0.0000;29.6833;40.7333;48.0167;50.8000;47.6167;40.0667;49.6500;40.5833;49.1167;45.1167;48.3333;36.7667;48.7000;46.3167;45.3333;45.3333;51.1167;46.5167;69.9167;65.8833;79.0833;41.6500;45.9000;35.8333;42.5667;45.7500;36.3667;42.1667;48.7167;44.7167;43.2333;17.3167;19.5500;29.9167;24.1333;15.6167;32.6667;34.3500;30.3333;28.3333;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500;49.2500
20;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;0.1167;1.5333;36.3833;16.0500;4.5167;16.2000;29.6833;0.0000;11.7333;26.9667;21.8000;30.4500;36.1667;20.6500;11.5833;20.1167;24.4167;19.3333;7.7667;27.6500;25.3000;20.5167;20.5167;22.1167;17.5167;62.0167;57.9833;71.1833;12.6500;16.9000;6.8333;13.5667;16.7500;7.3667;13.1667;19.7167;15.7167;22.1833;34.4833;18.1500;47.0833;11.5833;18.3333;11.6833;51.5167;27.2833;6.4333;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500;20.2500
21;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;11.6167;13.2667;41.1333;27.5500;16.2500;27.2667;40.7333;11.7333;0.0000;26.0000;26.5000;32.2667;38.0167;25.3500;21.9667;21.0667;26.2667;24.0333;8.8500;26.6833;24.2667;19.5167;19.5167;24.1500;22.2167;72.4000;68.3667;81.5667;13.7333;14.9167;17.2167;15.1667;23.5333;7.4500;13.0500;21.8667;16.8000;21.2167;45.1333;29.8833;57.7333;23.3167;29.1333;23.4167;62.1667;37.9333;18.1667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667;24.2667
22;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;26.8500;27.7500;24.8167;31.8500;24.3667;42.5000;48.0167;26.9667;26.0000;0.0000;40.9000;16.2000;21.9167;39.1833;37.4167;39.8667;10.1667;37.6500;27.6833;5.5833;2.6833;7.7667;7.7667;41.3167;36.4000;87.7833;84.4500;97.0167;32.5333;35.2500;32.6667;33.9000;42.7000;26.7667;33.1500;38.9167;35.6167;4.7833;52.2333;34.3000;46.4833;25.5667;34.4833;23.4167;60.4000;51.6333;24.6500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500;39.4500
23;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;21.6833;23.3333;56.0000;37.6167;26.3167;36.4167;50.8000;21.8000;26.5000;40.9000;0.0000;47.1667;52.9167;4.0167;26.8500;13.8667;41.1333;4.5833;22.6333;41.5333;39.2000;34.4167;34.4167;13.6167;7.2833;52.8000;48.7667;61.9667;21.3000;30.3000;22.1000;22.6000;14.0167;22.2333;28.0333;11.9000;21.1667;36.1167;54.1667;39.9500;67.8167;33.3833;39.2167;33.4833;72.2500;40.0833;28.2333;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500;11.3500
24;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;30.5667;30.8833;15.1833;35.3833;27.5000;46.6500;47.6167;30.4500;32.2667;16.2000;47.1667;0.0000;12.3333;45.7833;42.0333;46.4000;6.3000;45.7833;35.4667;15.7333;13.5500;15.5000;15.5000;48.5667;43.9667;92.4667;88.4333;101.6333;40.3500;44.1833;37.2833;41.7833;47.2000;34.0667;40.8667;46.1667;43.4167;13.4000;48.1833;37.8500;36.9000;29.1167;36.7667;26.9667;50.8167;55.1833;28.2000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000;46.7000
25;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;36.2833;36.6000;7.6333;27.8333;33.2167;52.3667;40.0667;36.1667;38.0167;21.9167;52.9167;12.3333;0.0000;51.5500;47.7500;52.1667;12.0667;51.5500;41.2333;21.5000;19.3167;21.2667;21.2667;54.3333;49.7333;93.4833;89.4500;102.6500;46.1167;49.9500;43.0000;47.5500;52.9167;39.8333;46.6333;51.9333;49.1833;19.1667;40.8833;34.7667;29.6000;29.7833;29.4667;32.7333;43.5167;51.5500;33.9667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667;52.4667
26;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;20.5333;22.1833;54.3500;36.4667;25.1667;34.9833;49.6500;20.6500;25.3500;39.1833;4.0167;45.7833;51.5500;0.0000;24.9500;11.9333;39.4833;2.9000;20.9500;39.8500;37.4833;32.7333;32.7333;11.6833;5.6000;55.1667;51.1333;64.3333;19.3667;28.3667;20.2000;20.6667;11.6500;20.5500;25.9833;9.9667;19.2333;34.4000;52.2667;38.4833;66.1333;31.9167;37.5333;32.0167;70.5667;38.1833;26.7667;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167
27;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;11.4667;13.1167;47.7333;27.4000;16.1000;18.8667;40.5833;11.5833;21.9667;37.4167;26.8500;42.0333;47.7500;24.9500;0.0000;19.6333;35.9833;24.6500;17.0333;38.1167;35.7167;30.9667;30.9667;22.7167;22.3000;60.7500;56.7167;69.9167;17.1000;24.2667;4.7500;12.5833;16.4500;17.8167;20.6500;20.6167;17.7167;32.6333;41.2833;29.7167;57.3667;23.1500;28.7667;23.2500;61.8000;28.8667;18.0000;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667;20.6667
28;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;20.0000;21.6500;54.9667;35.9333;24.6333;29.5667;49.1167;20.1167;21.0667;39.8667;13.8667;46.4000;52.1667;11.9333;19.6333;0.0000;40.1000;10.6833;14.5000;40.5500;38.1667;33.3833;33.3833;4.2667;9.1500;63.2167;59.1833;72.3833;11.5000;21.5333;14.8833;12.8000;9.8833;16.6167;18.1167;5.2333;11.3667;35.0833;46.9500;38.2167;65.8667;31.6500;37.2667;31.7500;70.3000;32.8667;26.5000;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500;4.3500
29;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;24.5333;24.8500;14.8667;29.5167;21.4667;40.6167;45.1167;24.4167;26.2667;10.1667;41.1333;6.3000;12.0667;39.4833;35.9833;40.1000;0.0000;40.4333;30.1167;10.3833;8.2167;10.1500;10.1500;43.2167;38.6167;86.4333;82.4000;95.6000;35.0000;38.8333;31.2500;36.4333;41.1667;28.7167;35.5167;40.8167;38.0667;8.0500;47.6000;32.5000;36.3167;23.7667;32.6833;21.6167;50.2333;49.8333;22.8500;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667;40.7667
30;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;19.2167;20.8667;54.3500;35.1500;23.8500;34.4333;48.3333;19.3333;24.0333;37.6500;4.5833;45.7833;51.5500;2.9000;24.6500;10.6833;40.4333;0.0000;19.4167;38.3500;35.9833;31.2000;31.2000;11.0667;3.6833;55.2833;51.2500;64.4500;19.1000;27.2833;19.9000;20.4000;13.5333;19.0167;24.8167;8.8833;18.9667;32.8667;51.9667;36.9500;64.6000;30.3833;36.0000;30.4833;69.0333;37.8833;25.2333;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500;9.1500
31;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;7.6500;9.3000;43.9167;23.5833;12.2833;23.3000;36.7667;7.7667;8.8500;27.6833;22.6333;35.4667;41.2333;20.9500;17.0333;14.5000;30.1167;19.4167;0.0000;28.4000;26.0167;21.2333;21.2333;17.6500;18.2333;67.1667;63.1333;76.3333;7.2333;11.4833;12.3833;8.6667;17.0333;3.6667;7.7500;15.3667;10.3000;22.9000;41.1500;25.9167;53.7500;19.3500;25.1500;19.4500;58.1833;33.9500;14.2000;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667;17.7667
32;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;27.5667;28.4333;24.3000;32.8000;25.0333;43.2167;48.7000;27.6500;26.6833;5.5833;41.5333;15.7333;21.5000;39.8500;38.1167;40.5500;10.3833;38.3500;28.4000;0.0000;3.2833;8.4000;8.4000;42.2667;37.6667;89.4167;85.4333;98.6333;34.0500;35.4833;34.2833;35.4833;43.8500;27.7667;34.5667;39.8667;37.1167;6.4167;53.1833;35.2500;46.4167;26.5167;35.4333;24.3667;60.3333;52.5833;25.6000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000;40.4000
33;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;25.1833;26.0500;22.1333;30.1833;22.6667;40.8000;46.3167;25.3000;24.2667;2.6833;39.2000;13.5500;19.3167;37.4833;35.7167;38.1667;8.2167;35.9833;26.0167;3.2833;0.0000;5.1167;5.1167;39.6500;34.7500;86.1333;82.8000;95.3667;30.8833;32.5667;31.0167;32.2500;41.0500;25.1167;31.5000;37.2500;33.9667;3.1333;50.5667;32.6333;43.8000;23.9000;32.8167;21.7500;57.7167;49.9667;22.9833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833;37.7833
34;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;20.4000;21.8000;24.0667;29.6333;21.6833;36.0500;45.3333;20.5167;19.5167;7.7667;34.4167;15.5000;21.2667;32.7333;30.9667;33.3833;10.1500;31.2000;21.2333;8.4000;5.1167;0.0000;0.0000;35.4000;30.8000;82.3000;78.2667;91.4667;27.1833;31.0167;27.1167;28.6167;36.9833;20.9000;27.7000;33.0000;30.2500;4.1500;50.0167;32.0833;45.5167;23.3500;32.2667;21.2000;59.4333;47.5667;22.4333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333
35;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;20.4000;21.8000;24.0667;29.6333;21.6833;36.0500;45.3333;20.5167;19.5167;7.7667;34.4167;15.5000;21.2667;32.7333;30.9667;33.3833;10.1500;31.2000;21.2333;8.4000;5.1167;0.0000;0.0000;35.4000;30.8000;82.3000;78.2667;91.4667;27.1833;31.0167;27.1167;28.6167;36.9833;20.9000;27.7000;33.0000;30.2500;4.1500;50.0167;32.0833;45.5167;23.3500;32.2667;21.2000;59.4333;47.5667;22.4333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333;33.5333
36;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;22.0000;23.6500;57.1333;37.9333;26.6333;32.6500;51.1167;22.1167;24.1500;41.3167;13.6167;48.5667;54.3333;11.6833;22.7167;4.2667;43.2167;11.0667;17.6500;42.2667;39.6500;35.4000;35.4000;0.0000;9.3667;63.4333;59.4000;72.6000;14.5833;23.8500;17.9667;15.8833;12.9667;19.7000;21.2000;5.4500;14.4500;36.7500;50.0333;40.2667;68.4500;33.7000;39.8500;33.8000;72.8833;35.9500;28.5500;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000;5.7000
37;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;17.4000;19.0500;52.5333;33.3333;22.0333;32.0500;46.5167;17.5167;22.2167;36.4000;7.2833;43.9667;49.7333;5.6000;22.3000;9.1500;38.6167;3.6833;18.2333;37.6667;34.7500;30.8000;30.8000;9.3667;0.0000;56.7333;52.7000;65.9000;17.1667;26.0333;17.9667;18.4667;12.7500;17.7667;23.5667;7.6333;17.0333;31.6167;50.0333;35.6667;63.3500;29.1000;34.7500;29.2000;67.7833;35.9500;23.9500;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167;7.2167
38;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;61.9000;63.5500;92.9500;75.1500;66.5333;71.4667;69.9167;62.0167;72.4000;87.7833;52.8000;92.4667;93.4833;55.1667;60.7500;63.2167;86.4333;55.2833;67.1667;89.4167;86.1333;82.3000;82.3000;63.4333;56.7333;0.0000;7.6333;16.7333;67.0667;74.3500;56.2167;62.5500;59.8333;68.1833;70.6167;60.9500;67.6833;83.0000;59.6833;67.8000;67.3500;72.3833;66.6333;73.6167;55.3000;45.7000;68.3667;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000;60.4000
39;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.8667;59.5167;88.9667;71.1167;62.5000;67.4333;65.8833;57.9833;68.3667;84.4500;48.7667;88.4333;89.4500;51.1333;56.7167;59.1833;82.4000;51.2500;63.1333;85.4333;82.8000;78.2667;78.2667;59.4000;52.7000;7.6333;0.0000;17.2167;63.7000;70.9833;52.8500;59.1833;56.4667;64.8167;67.2500;57.5833;64.3167;79.6667;56.3167;64.4333;63.9833;69.0167;63.2667;69.6667;51.9333;42.3333;64.4167;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333;57.0333
40;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;71.0667;72.7167;102.1500;84.3167;75.7000;80.6333;79.0833;71.1833;81.5667;97.0167;61.9667;101.6333;102.6500;64.3333;69.9167;72.3833;95.6000;64.4500;76.3333;98.6333;95.3667;91.4667;91.4667;72.6000;65.9000;16.7333;17.2167;0.0000;76.2667;83.5500;65.4167;71.7500;69.0333;77.3833;79.8167;70.1500;76.8833;92.2333;68.8833;77.0000;76.5500;81.5833;75.8333;82.8167;64.5000;54.9000;77.5667;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000;69.6000
41;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;12.5333;14.1833;48.8000;28.4667;17.1667;27.5333;41.6500;12.6500;13.7333;32.5333;21.3000;40.3500;46.1167;19.3667;17.1000;11.5000;35.0000;19.1000;7.2333;34.0500;30.8833;27.1833;27.1833;14.5833;17.1667;67.0667;63.7000;76.2667;0.0000;14.2667;12.4167;7.3667;13.8333;9.3167;10.8167;12.1667;4.1000;27.7500;46.0000;30.8000;58.6000;24.2333;30.0000;24.3333;63.0333;35.3167;19.0833;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667;14.5667
