Pillac_TRSP_U6

INFO
CREW COUNT  SKILLS    TOOLS   SPARE PARTS
       18        0        0             0

DEPOT TECHNICIANS AND REQUESTS
ID           X        Y     TWS     TWE    Serv     SKILLS   TOOLS    SPARE PARTS
0          0.0      0.0   420.0  1140.0     0.0 	[] 	[] 	[]
105;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;17.9000;9.6167;22.6333;6.0333;10.5000;27.5667;11.8667;5.1500;11.1500;8.0000;23.1500;9.3000;13.1000;13.1167;12.2000;9.9833;10.5833;8.5000;24.4667;10.7667;12.5500;25.1167;12.1667;17.4167;13.1500;15.2667;10.6167;8.1167;16.7333;14.0000;27.4000;16.3667;15.3333;24.8500;7.1833;8.6000;4.8500;26.4333;24.4167;4.0833;12.2667;13.9000;10.8500;13.0833;16.4667;11.4500;4.1167;17.6833;26.4333;11.6667;10.3000;30.0833;11.0667;12.4500;6.6500;11.1333;7.1667;22.6667;7.2833;9.6333;7.5000;18.1833;12.4333;19.3333;11.4333;15.3333;14.8667;8.4000;14.3167;10.1833;12.0833;3.1500;1.7667;3.2000;5.9500;4.4333;3.9000;7.5500;12.9667;13.8500;4.5333;9.7833;10.4500;9.7833;9.7833;9.7833;0.0000;17.9167;13.0000;5.6667;3.8000;10.5833;13.0500;6.6333;17.7667;16.2333;4.9667;13.5000;15.3500;12.7667;15.1333;7.5000;16.8500;20.1667;11.1500;3.5333;6.7667;7.8667;3.7833;12.2667;8.7500;5.8833;6.5667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667;14.8667
106;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;22.8833;12.5000;27.3500;14.7833;17.2833;32.2833;13.8667;15.7000;22.6333;13.7500;25.4500;16.4500;20.5833;10.8167;21.6167;13.0000;18.5000;19.9833;29.1833;20.1833;16.7500;29.8333;21.5833;14.3167;16.0333;9.4667;17.7667;18.9500;13.2667;10.1167;27.4167;15.3167;20.1333;29.7833;14.8000;13.3333;14.4000;31.1500;27.9667;14.9833;8.8667;13.4500;11.5167;19.6667;14.0667;11.5000;16.8333;13.6833;31.1500;10.9000;15.8667;34.8000;13.8333;5.6500;14.5000;18.2833;12.8667;27.3833;13.0333;21.1167;14.0500;14.2333;14.2167;24.3167;22.4667;13.0333;4.3000;13.1500;9.5500;12.2167;23.5667;16.9833;16.3500;17.0333;19.5000;17.6667;17.3333;18.8333;15.8500;22.9167;19.7333;12.8000;16.6667;12.8000;12.8000;12.8000;17.9167;0.0000;16.7833;13.7833;14.6167;12.6167;13.9000;12.7167;19.0667;13.3333;13.3833;8.8833;9.3167;6.9333;19.7833;14.3500;4.2000;19.0833;7.3000;15.0500;13.7833;13.5333;16.7667;11.1167;11.1167;12.0333;12.4500;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833;20.0833
107;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;7.3333;12.6667;12.0667;11.7167;20.2500;17.0000;9.2167;10.8333;9.3333;16.8500;27.1667;18.9000;4.2833;13.6833;5.3167;10.8000;7.0167;11.9500;13.9000;3.8833;19.6167;14.5500;5.2833;17.9833;16.9167;15.9333;18.1833;5.9000;17.3000;14.4500;27.3167;18.1833;21.5833;14.5000;17.7667;16.8000;10.5333;15.8667;13.8500;14.0167;13.7833;16.3167;14.9833;4.1167;17.0333;10.4000;11.4833;18.2500;15.8667;11.1167;15.2667;19.5167;11.3000;13.0167;14.9000;17.6000;16.3333;12.1000;16.1333;8.2667;13.1833;18.7500;11.3833;8.7667;11.7833;15.9000;15.4333;16.6167;14.4000;16.2500;7.6000;12.1167;12.2667;12.1667;17.4167;12.4000;11.3333;11.6500;18.6667;6.6167;14.2833;10.3667;6.8833;10.3667;10.3667;10.3667;13.0000;16.7833;0.0000;10.6000;13.7667;15.6667;16.7833;13.1167;22.0333;16.4500;9.9000;13.7333;15.7833;11.7833;4.2500;17.3167;16.5667;22.0500;11.8667;13.5000;10.0167;16.4667;14.0500;11.9167;11.3833;15.0000;15.4167;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833;21.3833
108;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;16.7000;7.1833;21.4333;3.6000;14.0500;26.3667;9.4333;2.7167;9.9500;10.2833;24.9000;12.8167;11.9000;10.6833;11.0000;7.5500;9.3833;7.3000;23.2667;9.5667;15.1333;23.9167;10.9667;14.9833;10.7167;13.7167;14.1333;6.9167;14.3000;11.7500;27.2833;15.1833;18.8500;23.6500;10.4333;10.7833;2.4167;25.2333;23.2167;6.6833;11.2167;13.3167;11.6167;11.8833;14.0333;9.0167;4.1500;15.2500;25.2333;9.2333;7.8667;28.8833;8.6333;10.0167;7.1667;14.6500;8.6833;21.4667;9.6000;8.4333;5.0667;15.7500;10.0000;18.1333;10.2333;12.9000;12.4333;10.5833;12.5833;8.0167;10.8833;4.7833;5.5167;4.8333;10.0833;5.7167;4.6500;6.3500;15.2000;12.6500;7.7500;7.3500;9.2500;7.3500;7.3500;7.3500;5.6667;13.7833;10.6000;0.0000;6.4333;12.7333;14.9667;5.3833;20.2167;14.2167;2.4667;11.9167;13.8667;9.9667;13.1167;11.1167;14.4167;20.2333;10.8000;6.1667;4.0000;9.2500;7.5500;9.4667;5.9500;8.9000;9.5833;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333;18.4333
109;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;19.9667;8.5833;24.7000;6.5833;9.9500;29.6333;10.8333;7.2167;13.2167;6.2500;22.6000;8.7833;15.1667;11.1833;14.2667;8.9500;12.6500;10.5667;26.5333;12.8333;11.1000;27.1833;14.2333;15.5167;10.0000;12.1667;10.1000;10.1833;14.8333;10.8667;26.8833;15.8167;14.8167;26.9167;6.4000;6.7500;6.2667;28.2000;26.0333;0.3667;9.1667;11.9500;7.5833;15.0667;14.5667;10.3667;2.2833;15.7500;28.2000;10.0167;6.9167;32.0500;9.8500;10.8167;2.9333;10.3167;4.6500;24.7333;5.5667;11.7000;6.9167;16.2500;11.2500;21.4000;12.4500;13.4000;12.3500;6.1500;10.7833;6.8333;14.1500;3.5333;3.8333;3.5833;7.0333;6.5000;5.9667;8.8167;10.6000;15.9167;6.3333;8.7500;12.5167;8.7500;8.7500;8.7500;3.8000;14.6167;13.7667;6.4333;0.0000;8.5333;11.8667;2.8333;17.2167;14.7167;5.6000;10.2500;12.1000;10.3000;15.7667;6.9500;14.7833;19.6167;8.1833;0.4333;7.4333;5.0833;4.6000;9.9500;6.7667;4.7333;5.4167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167;14.3167
110;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;21.1667;12.2000;25.6333;11.5333;9.9500;30.5667;12.1500;12.4500;19.8167;5.9500;22.6000;9.1167;18.8667;9.1833;19.9000;11.8667;16.7833;17.1667;27.4667;18.4667;10.0167;28.1167;19.8667;13.4833;12.2167;8.7833;10.4333;16.7833;12.8000;8.3333;25.7833;13.6833;15.1500;28.0667;7.4667;4.7333;11.1500;29.4333;26.2500;8.6167;7.2333;7.4167;5.4667;17.9500;12.5333;12.1000;10.8167;13.7500;29.4333;10.6333;11.8000;33.0833;12.9500;8.8500;8.5500;10.9500;5.0667;25.6667;5.2333;18.3000;11.8000;14.2500;13.0833;22.6000;20.1000;9.7167;9.8167;5.1500;7.6000;7.6000;20.7500;12.0667;10.8167;12.1167;12.1667;13.4833;12.9500;16.2167;6.9500;21.2000;12.7000;11.6667;14.9500;11.6667;11.6667;11.6667;10.5833;12.6167;15.6667;12.7333;8.5333;0.0000;6.6833;7.6833;17.2833;11.4500;11.8833;6.7833;8.6333;6.8833;18.2833;7.7833;11.3667;17.3000;5.3167;8.9667;12.2833;6.4500;10.1667;7.7667;9.6167;5.4667;5.8833;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333;14.7333
111;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;22.2833;13.5333;26.7500;13.7667;10.4833;31.6833;13.2667;14.6833;22.0500;9.0167;20.1333;11.5833;19.9833;5.8000;21.0167;12.9833;17.9000;19.4000;28.5833;19.5833;8.3667;28.9000;20.9833;11.1333;14.1833;10.6833;12.9000;18.3500;10.4500;10.3833;23.4333;10.2833;16.1500;28.0000;9.9333;8.1000;13.3833;30.5500;27.3667;11.9833;8.9000;3.5167;9.5000;19.0667;9.8500;13.2167;13.4500;11.4000;30.5500;11.7500;14.1000;34.2000;13.6333;10.0500;11.4333;13.4167;8.4333;26.7833;8.3000;20.5333;14.0333;11.5667;14.2000;23.7167;22.3333;5.4000;11.8667;8.5167;9.5000;10.3667;23.0500;14.6667;13.2833;14.7167;14.6333;15.9500;15.4167;18.4500;3.2833;22.3167;15.1667;12.7833;16.0667;12.7833;12.7833;12.7833;13.0500;13.9000;16.7833;14.9667;11.8667;6.6833;0.0000;9.6500;14.6833;8.5667;13.7833;8.6833;10.5333;8.7833;20.1833;9.4833;13.2667;15.2500;7.3667;11.4333;14.1833;8.6333;11.8667;9.7333;11.5167;7.1667;7.5833;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500;16.2500
112;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;18.4833;6.1167;22.9500;4.1833;8.6667;27.8833;8.3667;5.1000;12.4667;4.9000;21.3167;7.4333;14.4167;9.6167;13.5167;6.4833;11.9000;9.8167;24.7833;12.0833;9.7500;25.4333;13.4833;13.9167;7.5333;10.7833;8.7500;9.4333;13.2333;9.5167;25.5333;14.1167;13.4667;25.3833;5.0500;5.4000;3.8000;26.7500;23.5667;2.9167;7.8167;10.7000;6.2333;14.4000;12.9667;7.9500;5.1167;14.1833;26.7500;8.1667;4.4500;30.4000;7.5667;8.9500;1.7833;9.2667;3.3000;22.9833;4.2167;10.9500;4.4500;14.6833;8.9333;19.9167;12.7500;11.8333;11.0000;5.2000;9.8500;4.3667;13.4000;6.3667;6.6667;6.4167;9.5833;8.2167;7.1667;8.8667;9.8167;15.1667;8.8833;6.2833;11.1833;6.2833;6.2833;6.2833;6.6333;12.7167;13.1167;5.3833;2.8333;7.6833;9.6500;0.0000;16.0000;12.8333;4.5667;9.0333;10.8833;8.1667;15.7833;5.7333;12.9500;18.4000;6.9667;3.1667;5.7167;3.8667;6.9333;7.3333;4.1500;3.5167;4.2000;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500;13.0500
113;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;26.3833;18.7833;25.5500;19.0167;11.3833;30.4833;18.5167;19.9333;23.1833;14.6167;8.2333;9.7000;25.2333;9.6500;26.0833;18.2333;23.1500;24.7333;27.3833;24.8333;13.7167;28.0333;26.0500;14.6167;21.0333;16.5167;11.6333;23.6000;13.1500;15.8500;15.8833;12.4167;6.8667;27.9833;13.3667;15.5333;18.6333;29.1500;27.3333;17.3000;14.1500;12.4500;16.5833;22.8500;14.5167;17.9333;19.0500;13.2000;29.1500;17.0000;20.1000;29.0167;17.4833;15.0000;17.2333;9.8500;14.7833;25.5833;13.9667;25.8667;18.7167;16.2333;19.4500;27.8167;25.6500;11.8667;17.3333;14.5833;14.9167;17.5000;24.0667;19.3833;18.0000;19.4333;19.3500;20.6667;20.1333;23.5000;15.3333;26.3667;19.8833;18.0333;21.3167;18.0333;18.0333;18.0333;17.7667;19.0667;22.0333;20.2167;17.2167;17.2833;14.6833;16.0000;0.0000;12.5500;19.9333;14.8333;16.6667;14.9333;21.8333;10.7833;19.4000;7.1333;13.5167;17.6500;20.3333;15.3000;17.7333;17.3333;17.6667;13.0333;13.7167;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500;7.3500
114;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;21.9500;13.2000;26.4167;13.4333;9.8500;31.3500;12.9333;14.3500;21.7167;13.0833;17.4167;9.5333;19.6500;3.5333;20.6833;12.6500;17.0333;19.0667;27.3667;19.2500;9.4667;26.6333;20.6500;10.0333;14.9167;10.3667;11.7667;17.9833;9.0833;9.7500;21.9333;3.9500;14.5500;25.7333;11.8333;13.0333;13.0500;29.3333;26.7000;14.9167;8.5667;6.3333;10.4667;18.7333;7.4667;11.8167;15.9167;10.0333;29.3333;11.4167;14.1333;33.3500;11.3667;8.8833;14.5833;13.3000;12.5667;25.9333;12.4333;20.2000;12.6000;9.1833;13.8000;23.3833;21.0167;5.7500;11.3000;12.0667;8.8000;11.9167;22.8000;15.5333;14.9000;15.5833;17.8167;16.2167;16.4167;17.3833;9.7500;21.9833;18.2833;12.1167;15.7333;12.1167;12.1167;12.1167;16.2333;13.3333;16.4500;14.2167;14.7167;11.4500;8.5667;12.8333;12.5500;0.0000;13.4667;8.3667;10.2167;8.4667;19.8667;9.0000;12.9500;14.8667;7.0500;14.8000;13.8667;13.2833;15.9500;10.8667;11.2000;11.2500;11.9333;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667;15.3667
115;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;16.0000;6.7833;20.7333;3.2000;13.0667;25.6667;9.0333;2.3167;9.2500;9.4667;24.5000;12.0000;11.2000;10.2833;10.3000;7.1500;8.6833;6.6000;22.5667;8.8667;14.3167;23.2167;10.2667;14.5833;10.3167;13.3167;13.3167;6.2167;13.9000;11.3500;26.8833;14.7833;18.0333;22.9500;9.6167;9.9667;2.0167;24.5333;22.5167;5.9667;10.8167;12.9167;10.8000;11.1833;13.6333;8.6167;3.4500;14.8500;24.5333;8.8333;7.2333;28.1833;8.2333;9.6167;6.3500;13.8333;7.8667;20.7667;8.7833;7.7333;4.6667;15.3500;9.6000;17.4333;9.5333;12.5000;12.0333;9.7667;11.6833;7.1500;10.1833;4.0833;5.0000;4.1333;9.3833;5.0167;3.9500;5.6500;14.3500;11.9500;7.0500;6.9500;8.5500;6.9500;6.9500;6.9500;4.9667;13.3833;9.9000;2.4667;5.6000;11.8833;13.7833;4.5667;19.9333;13.4667;0.0000;11.0167;13.4667;9.0667;11.9167;10.0667;13.8500;19.3333;9.9000;5.4667;3.1000;8.3500;6.3500;8.5667;5.0500;8.0000;8.7167;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333;17.4333
116;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;19.2333;8.9500;23.7000;10.7167;12.2500;28.6333;10.2167;11.6333;19.0000;8.8667;19.8167;11.9333;16.9333;5.1833;17.9667;9.5500;14.8500;16.3500;25.5333;16.5333;11.1167;26.1833;17.9333;9.4833;11.1500;5.3333;13.3500;15.3000;8.8000;5.6833;21.7833;9.6833;14.5000;26.1333;10.3833;8.4500;10.3333;27.5000;24.3167;10.3333;3.9833;7.8167;6.6333;16.0167;8.5333;9.7833;12.5333;9.7500;27.5000;7.4500;11.8000;31.1500;10.6333;5.1833;10.2667;13.8667;7.9833;23.7333;8.1500;17.4833;10.9833;10.2500;10.7667;20.6667;19.2833;7.4000;7.1667;8.2667;0.8167;7.3333;20.2500;13.7833;13.4333;13.8333;15.0833;14.7500;13.7000;15.4000;10.2167;19.2667;15.6167;9.3500;13.0167;9.3500;9.3500;9.3500;13.5000;8.8833;13.7333;11.9167;10.2500;6.7833;8.6833;9.0333;14.8333;8.3667;11.0167;0.0000;5.4833;1.9500;17.9833;11.2833;9.1333;16.8667;5.3667;10.6833;12.0000;9.3667;14.1667;9.1833;9.3333;10.1333;8.8667;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167;15.3167
117;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;21.2667;10.7833;25.7333;13.5000;14.0833;30.6667;12.2500;14.4167;21.7833;10.7000;21.6500;13.7667;18.9667;7.0167;20.0000;11.3833;16.8833;19.1333;27.5667;18.5667;12.9500;28.2167;19.9667;11.3167;12.9833;0.1500;15.2000;17.3500;10.6500;7.3167;23.6333;11.5333;16.3500;25.3833;12.2333;10.3000;12.7833;28.9833;26.3667;12.1833;5.8333;9.5500;8.0333;18.0667;10.3833;11.1167;14.3833;11.6000;28.9833;9.3000;13.7833;33.0000;10.6000;6.1000;12.1167;15.2000;9.8333;25.5833;10.0000;19.7500;12.2500;11.2333;12.6167;22.7167;20.6667;9.2333;7.2833;9.6333;5.5667;9.1833;22.3000;15.1833;14.5500;15.2333;16.5333;15.8667;16.0833;17.0333;11.5833;21.3167;17.4667;11.2000;15.0667;11.2000;11.2000;11.2000;15.3500;9.3167;15.7833;13.8667;12.1000;8.6333;10.5333;10.8833;16.6667;10.2167;13.4667;5.4833;0.0000;6.4500;19.5667;12.0167;9.4833;16.8000;4.9667;12.5333;13.5667;11.1667;14.4000;8.7833;10.9000;9.7333;10.1167;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500;17.1500
118;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;17.2833;8.5333;21.7500;8.7667;12.3500;26.6833;8.2667;9.6833;17.0500;8.9167;19.9167;12.0333;14.9833;5.2833;16.0167;7.9833;12.9000;14.4000;23.5833;14.5833;11.2167;24.2333;15.9833;9.5833;11.2000;6.3000;13.4000;13.3500;8.9000;5.7333;21.8833;9.7833;14.6000;24.1833;10.4333;8.5000;8.3833;25.5500;22.3667;10.3833;4.0333;7.9167;6.6833;14.0667;8.6333;8.2167;11.2500;9.8500;25.5500;6.7500;9.8500;29.2000;9.0667;4.0667;9.9500;13.9167;8.0333;21.7833;8.2000;15.5333;9.0333;10.3500;9.2000;18.7167;17.3333;7.5000;5.6000;8.3167;2.6167;7.3833;18.3000;11.8833;11.4833;11.9333;15.1333;12.8000;11.7500;13.4500;10.3167;17.3167;14.8500;7.7833;11.0667;7.7833;7.7833;7.7833;12.7667;6.9333;11.7833;9.9667;10.3000;6.8833;8.7833;8.1667;14.9333;8.4667;9.0667;1.9500;6.4500;0.0000;16.0333;11.3833;8.4667;16.3167;4.4833;10.7333;10.3000;9.4167;13.9167;8.3000;8.7167;9.2167;8.9167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167;15.4167
119;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;6.6833;15.6833;11.6000;13.8500;21.5833;16.5333;12.2333;12.9667;9.1667;20.2167;26.7000;18.4333;5.4500;16.6833;5.4500;13.8000;9.1500;14.0833;13.4333;6.0167;22.6167;14.0833;5.4167;21.0000;19.9333;19.7167;17.7167;8.0333;20.3000;17.4500;26.8500;21.2000;21.1167;14.0333;20.7833;19.8000;12.6667;15.4000;13.3833;16.1333;16.9167;19.3167;18.0000;2.2167;20.0333;12.6500;13.6167;21.2500;15.4000;14.1333;18.1167;19.0500;12.7000;16.0333;17.5667;17.1333;19.0833;11.6333;19.5167;10.4000;15.3167;21.7667;14.4000;8.1167;13.9167;18.9000;18.4500;19.4333;18.5167;18.3667;7.7333;14.1833;13.5500;14.2333;19.1833;14.5333;13.4667;13.7833;21.7333;5.7333;16.4167;13.3833;9.0167;13.3833;13.3833;13.3833;15.1333;19.7833;4.2500;13.1167;15.7667;18.2833;20.1833;15.7833;21.8333;19.8667;11.9167;17.9833;19.5667;16.0333;0.0000;20.8167;20.4333;22.7000;15.9167;15.6333;13.0667;19.6500;17.1000;15.9667;15.4333;19.2000;19.4667;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167;20.9167
120;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;22.8167;11.8500;25.6667;9.9167;3.0000;30.6000;13.8000;10.8333;17.1167;4.3500;15.6500;4.4333;19.0667;6.1000;18.1667;12.2167;16.5500;14.4667;27.5000;16.7333;5.3333;27.2833;18.1333;13.0333;11.4667;11.8667;5.9500;14.0833;12.3500;10.6000;20.1667;8.8667;10.6667;26.3833;3.1000;5.2667;9.5333;29.2667;27.4500;7.0333;8.9000;8.9000;7.4833;19.0500;10.9667;13.6833;8.7833;13.3000;29.2667;12.2833;10.1833;29.1333;13.3000;10.5833;6.9667;6.4667;4.5167;25.7000;3.7000;15.6000;10.1833;12.6833;14.6667;24.2500;17.4000;8.3167;12.1167;4.3167;11.3667;8.1000;18.0500;9.1167;7.7333;9.1667;9.0833;10.4000;9.8667;13.5167;8.6833;19.8167;9.6167;12.0167;16.4167;12.0167;12.0167;12.0167;7.5000;14.3500;17.3167;11.1167;6.9500;7.7833;9.4833;5.7333;10.7833;9.0000;10.0667;11.2833;12.0167;11.3833;20.8167;0.0000;14.9833;13.3167;8.1500;7.3833;11.3167;5.1500;7.5833;10.8833;9.8833;2.8833;3.5667;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500;10.2500
